,Service,Type,Rating,Hires,Price,Zip Code
0,Sunshiine Photography,390,5,2,150,40507
1,Idengo (Ivelin Denev),390,5,8,140,40507
2,Zimmerman Photography,390,5,11,200,40507
3,Prophoto,390,5,12,160,40507
4,JEVICBPHOTOGRAPHY,390,5,8,150,40507
5,Zachery Taylor Photography,390,5,6,150,40507
6,"Savvy Graphics, Inc. & Photography by Kimberly",390,5,55,225,40507
7,Nite Owl Visuals LLC,390,5,6,200,40507
8,Newborn Photography,390,5,,125,40507
9,"Dragonfly Photography, IMA",390,5,38,250,40507
10,Legacy Images Photography,390,5,,185,40507
11,ART Inspired Images,390,5,,250,40507
