,Service,Type,Rating,Hires,Price,Zip Code
0,"GHC Building Maintenance, LLC",100,5,1071,1/sq,28105
1,White Gloves Cleaning And Sanitation Services LLC,100,4.5,20,,28105
2,Grout Solutions,100,5,16,,28105
3,One Source Cleaning Services,100,5,10,,28105
4,Groutsmith Carolina,100,5,4,2/sq,28105
5,Rocky Top Cleaning,100,4.5,62,,28105
