,Service,Type,Rating,Hires,Price,Zip Code
0,Dekree Studio,343,5,112,80/hour,90013
1,Derek Fullmer,343,5,42,50/hour,90013
2,Transformed Design Inc. | Logo and Web Design,343,5,627,50/hour,90013
3,Plus Art Graphics,343,5,37,70/hour,90013
4,"Spark Creative | Logo, Graphic, Website",343,5,1234,75/hour,90013
5,JT Designs,343,5,6,45/hour,90013
6,Sketch Soup,343,5,58,40/hour,90013
7,Pazarts,343,5,6,,90013
8,BestDraft - High-end Branding & Website Design,343,5,116,150/hour,90013
9,Crosscheck Designs - Web Design & Development,343,5,220,,90013
10,Marketing that Works! Designs that Impress!,343,5,129,60/hour,90013
11,Acton Circle | Align your brand to your purpose,343,5,44,90/hour,90013
12,"Stand & Deliver, LLC",343,5,13,75/hour,90013
13,KW Graphics and Web,343,5,22,80/hour,90013
14,BaillieBK Design & Creative,343,5,25,20/hour,90013
15,jzDesignz,343,4.5,27,75/hour,90013
16,Xpreshion Multimedia,343,5,4,60/hour,90013
17,Dr Ellie Edits/The APA Guru,343,5,209,50/hour,90013
18,Jim Holtan Media,343,5,47,65/hour,90013
19,Dendron Design Co.,343,5,4,75/hour,90013
20,Graphics by G,343,5,66,40/hour,90013
21,SK Graphic Design,343,5,,45/hour,90013
22,Graphic Innovations 973*616*0309,343,5,24,50/hour,90013
23,Smart Guys Marketing,343,5,,,90013
24,Cylinder X,343,5,68,,90013
25,xxDarkMagickxx Designs,343,5,3,50/hour,90013
26,IKO Ink,343,5,5,35/hour,90013
27,CoCreative Design & Print,343,5,,,90013
28,Delaney Harmonay Design,343,5,,40/hour,90013
29,"DreamBig | Branding, Marketing and Web Design",343,5,2,75/hour,90013
