,Service,Type,Rating,Hires,Price,Zip Code
0,C.C. Photography & Videography,449,5,99,110,87102
1,David Hood Photography,449,5,37,125,87102
2,Jason Ponic Photography,449,5,77,100,87102
3,Photography by Laura B,449,5,,150,87102
4,Bill Ebbing Photography,449,5,22,150,87102
5,Laura Cockfield Photography,449,5,11,150,87102
6,Annie Quick Photography,449,5,11,250,87102
7,Clean and Simple Studios,449,5,35,150,87102
8,Savannah Tyree Photography,449,5,4,150,87102
9,Joy Photography,449,5,,150,87102
10,Counterpart Creative,449,5,,"1,500",87102
11,Lightcatcher,449,5,10,,87102
12,The Dorsey Company,449,5,13,150,87102
13,Jennifer Photography (NOT TAKING CLIENTS til 2022),449,5,,,87102
14,Angelo Garcia,449,5,,75,87102
15,Lexi Rose Photography,449,,,,87102
16,Leia Nicole Photography,449,5,2,,87102
17,Keara Lloyd Photography,449,4.5,10,300,87102
