,Service,Type,Rating,Hires,Price,Zip Code
0,Sara E. Razavi Esq.,339,5,20,999,92101
1,Vaknin Law Firm,339,5,26,999,92101
2,"John M. Given, Attorney at Law",339,5,123,,92101
3,LaVelle Law Offices,339,5,2,895,92101
4,Buck Law Firm,339,5,10,,92101
5,Michelle Patterson Law,339,5,15,"1,500",92101
6,CN Law,339,5,51,"1,200",92101
7,"Lifeline Legal, San Diego",339,5,137,995,92101
8,Hoestenbach Law,339,5,,950,92101
9,"Anderson Hayes, P.C.",339,,,,92101
10,Josh Birdsill,339,5,,,92101
11,THE FELDMAN LAW GROUP,339,4,2,499,92101
12,Legacy Tax & Resolution Services,339,5,,"1,500",92101
13,James F Garland,339,,,,92101
14,CARE Law Group PC,339,5,2,995,92101
15,Attorney Todd A. Warshof - North Park Bankruptcy,339,5,24,"1,000",92101
