,Service,Type,Rating,Hires,Price,Zip Code
0,Liz V. Make-Up,478,5,6,25/hour,59623
1,Supreme Makeup & Hair Designs,478,5,253,95/hour,59623
2,Faces by Emmy,478,5,151,80/hour,59623
3,Bijin skincare studio,478,5,4,95/hour,59623
4,JL Beauty,478,5,10,75/hour,59623
5,MaireMakeup,478,5,13,76/hour,59623
6,Glam x Glow beauty,478,5,51,100/hour,59623
7,JussSavvy Beauty,478,4.5,24,,59623
8,ANIE MAKEUP,478,5,38,150/hour,59623
9,Makeup Design By Brittany Tuleja,478,5,2,200/hour,59623
10,Makeup by Ivelina,478,5,115,80/hour,59623
11,Pluïs Belle,478,5,31,60/hour,59623
12,Heart & Soul Artistry,478,5,22,75/hour,59623
13,Artistry Crowning Beauty * Artistry & Aesthetics,478,5,33,80/hour,59623
14,Beauty by Essence,478,5,12,50/hour,59623
15,Bri Soffa Makeup Artistry,478,5,422,125/hour,59623
16,Inspire beauty studio LV,478,5,29,90/hour,59623
17,Hello Beautiful You,478,5,20,50/hour,59623
18,The Makeup Doctor @themakeupdoc,478,5,42,100/hour,59623
19,Desireé Thomas,478,5,15,75/hour,59623
20,BeautyMarkArtistry,478,5,18,150/hour,59623
21,Ovation Beauty LLC,478,5,15,75/hour,59623
22,Lesley loves Lipstick,478,5,55,60/hour,59623
23,Krissy Faces,478,5,23,25/hour,59623
24,Almaz Does Beauty,478,5,14,,59623
25,A.M.P. Bridal and Event Hair & Makeup Artistry,478,5,18,85/hour,59623
26,Keri x Beauty,478,5,8,75/hour,59623
27,The Lipstick Boss,478,5,12,100/hour,59623
28,Lipstick + Lashes by Monika,478,5,,,59623
29,KISS Of Color Artistry,478,5,3,45/hour,59623
