,Service,Type,Rating,Hires,Price,Zip Code
0,"Law Office of Katherine Kraus, PLLC",322,5,51,350/hour,85001
1,"Barreda Law, PLLC",322,5,,,85001
2,"Bautista Law Group, PLLC",322,5,22,250/hour,85001
3,Martin C. Klass,322,4.5,15,175/hour,85001
4,"Law Office Of Daniel Hutto, PLLC",322,5,,275/hour,85001
5,"Law Offices of Vescio & Seifert, P.C.",322,5,,300/hour,85001
6,The Peterson Law Firm,322,5,79,250/hour,85001
7,"Reppucci & Roeder, PLLC",322,5,18,250/hour,85001
8,"McCulloch Law Offices, PLLC",322,3,20,,85001
