,Service,Type,Rating,Hires,Price,Zip Code
0,Ray Construction Inc,64,5,9,,55102
1,Cosmic Concrete Coatings,64,5,5,,55102
2,Winston & Steels Corp,64,5,3,,55102
3,Quick Floors,64,5,30,,55102
4,agnes pomroy Interior design,64,5,,75/on-site,55102
5,Excel Flooring,64,5,2,,55102
6,Higuera Handyman Construction,64,5,6,40/on-site,55102
7,"TruNorth Property Solutions, LLC",64,5,35,,55102
8,MOUNTAIN Empire,64,4.5,7,,55102
9,PHB Construction LLC,64,4.5,105,50/on-site,55102
10,Independence Flooring,64,5,,,55102
11,Statler Handyman Services,64,5,25,50/on-site,55102
12,Beast and beauty flooring carpet shop,64,4.5,7,,55102
13,Tile & More,64,5,4,,55102
14,XPRES KITCHEN & BATH,64,4,65,,55102
15,Tec Tile LLC,64,5,45,,55102
