,Service,Type,Rating,Hires,Price,Zip Code
0,"Mosaic Consulting & Tax, PC",327,5,136,250,80202
1,Tax Help of Carrollton,327,5,66,175,80202
2,"Steve Shapiro, EA",327,4.5,57,179,80202
3,"Financial Solutions, Inc.",327,5,67,150,80202
4,T & Y CPA Services,327,5,2,,80202
5,Perkins Total Tax & Accounting Solutions,327,5,168,200,80202
6,Shaw Tax Service,327,5,114,165,80202
7,HYGPJ Financials,327,5,75,225,80202
8,Vikash Jhunjhunwala,327,4.5,22,,80202
9,TAXLADY2U LLC,327,5,17,175,80202
10,Who's Your Tax Man? LLC,327,4.5,211,225,80202
11,Yellow Rose Tax/Business Services,327,5,8,,80202
12,"Benedict George, LL.B, CPA",327,5,18,125,80202
13,Quality Tax Service,327,5,46,175,80202
14,Tax Genius,327,5,117,249,80202
15,Tax Geaks,327,5,53,,80202
16,JCC & Associates LLC,327,5,27,200,80202
17,"TFG, LLC",327,5,75,199,80202
18,Carl Miller CPA,327,5,,300,80202
19,Sage Systems Accounting Services,327,5,2,140,80202
20,Number Sense Accounting & Bookkeeping Services,327,5,12,150,80202
21,"Sabu Syriac CPA,MBA",327,5,85,350,80202
22,Advantage Business Resources,327,5,9,250,80202
23,Top's Noble Tax Services,327,4.5,46,199,80202
24,DH Financial,327,5,12,150,80202
25,Thomas Hawbaker CPA PLLC,327,5,3,,80202
26,KMT Accounting & Tax Services LLC,327,5,41,180,80202
27,"IRS Tax Solutions (Austin, TX)",327,5,29,,80202
28,Daleyn Accountancy,327,5,45,370,80202
29,Bayya Tax & Accounting LLC,327,5,2,250,80202
