,Service,Type,Rating,Hires,Price,Zip Code
0,Joan Warren Therapy,291,5,531,120,64105
1,WELL COACHED LIFE & GRIT Kids,291,5,47,200,64105
2,"Dr. Clinton Bullock, Ed.D., CPC",291,5,27,75/session,64105
3,"Emotional Healing & RTT Hypnotherapy Fischer, MD",291,5,74,170,64105
4,Life Bridge Coaching,291,5,374,125,64105
5,Guidance Motivational Counseling,291,5,19,50/session,64105
6,Dr. Carla McGowan Counselor/ Master Life Coach,291,5,76,110,64105
7,Lightworks Therapy,291,5,25,125,64105
8,ISO Life Coaching Services,291,5,18,250,64105
9,Mind Body Spirit,291,5,40,50/session,64105
10,Cheryl Lister,291,5,6,150,64105
11,Agape Christian Therapy/Counseling,291,5,12,70,64105
12,Scott Harrison,291,5,45,100,64105
13,Ellev8 Movement,291,5,43,111,64105
14,Don Foor,291,5,240,100,64105
15,"Providence Holistic Counselor, Coach & Reiki",291,5,56,80,64105
16,Jeff Yalden,291,5,2,100/session,64105
17,Jeffrey Batton,291,5,24,125,64105
18,Embracing Self - Life Coaching & Counseling,291,5,6,50/session,64105
19,"XYZ Life Coach, Board-Cert. & Masters Dgr. / WA-DC",291,5,16,85/session,64105
20,Hunter Coaching and Hypnotherapy,291,4.5,17,100,64105
21,"Nancy More, Marriage & Relationship Coach",291,5,204,85,64105
22,"Daniel Gopin, LPC",291,5,100,110,64105
23,The Nairubbean LLC,291,5,5,100,64105
24,Harrison Pastoral Services,291,5,6,135/session,64105
25,Hypnosis At Kinetic Healing Connection,291,5,16,,64105
26,Lisa Moore-Kerigan,291,5,2,80/session,64105
27,Elate Life Coaching,291,5,2,,64105
28,Inner Power Insights,291,5,147,110/session,64105
29,Monica Ahn - New Life Coaching,291,5,10,150/session,64105
