,Service,Type,Rating,Hires,Price,Zip Code
0,Luc the DJ,365,5,51,65/hour,30303
1,Garett Hayes,365,4.5,161,79/hour,30303
2,Level Up Entertainment,365,5,8,50/hour,30303
3,Big Blossom Ent.,365,5,,90/hour,30303
4,Sound Guy Entertainment,365,5,3,100/hour,30303
5,DJ MOOD,365,5,4,,30303
6,Dj duke,365,5,22,,30303
7,Parties 4 U,365,4.5,148,100/hour,30303
8,In & Out Cleaning,365,5,,80/hour,30303
9,The Headphone Company,365,5,,,30303
10,DJ Hollywood Entertainment,365,,,,30303
11,BIGG BOYY ENTERTAINMENT,365,,,100/hour,30303
