,Service,Type,Rating,Hires,Price,Zip Code
0,DS Locksmith SF,78,5,178,,94108
1,Fast Fix Sliding Door and Track Repair,78,5,4,,94108
2,Centered Level Handyman Services(full Vax 5/4/21),78,5,61,,94108
3,AD Window Services,78,3.5,28,,94108
