,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,39205
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,39205
2,Bespoke Fine Jewelry,403,5,18,,39205
3,D&D Solutions,403,5,4,,39205
4,Gold 'N I,403,5,246,,39205
5,Princess Jewelers,403,5,4,,39205
6,MR Jewelers,403,5,3,,39205
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,39205
8,Tompson,403,5,6,,39205
9,Kaya’s bling,403,5,,,39205
10,Baguette Atelier - St. Louis,403,4,,,39205
11,Amy's Handmade Gifts,403,,,,39205
12,Mugggang LLC,403,4,,,39205
13,Milestone,403,,,,39205
14,Handmade Designs by Adria,403,,,,39205
