,Service,Type,Rating,Hires,Price,Zip Code
0,Custom Logo and Website Design,447,5,124,35/hour,87102
1,Julie Luksik Design,447,5,14,,87102
2,Dusty Moonlight,447,5,10,,87102
3,Ctrell Designs,447,5,148,50/hour,87102
4,Nerdy Birdy Notary,447,5,13,,87102
5,Marketing that Works! Designs that Impress!,447,5,129,50/hour,87102
6,CreativeDesigns,447,5,28,35/hour,87102
7,"RT Graphics | Logo, Graphics & Website",447,5,531,99/hour,87102
8,Acton Circle,447,5,44,,87102
9,Findlay Customs,447,5,6,,87102
10,Plus Art Graphics,447,5,37,70/hour,87102
11,Alex Hazen: Designers-At-Large,447,4.5,37,45/hour,87102
12,Design for Passion,447,5,18,30/hour,87102
13,"Gineva DesignGroup, Inc.",447,5,16,45/hour,87102
14,CGM DESIGNS,447,5,84,45/hour,87102
15,D. Oliver Design,447,5,,45/hour,87102
16,Radix Creative,447,5,2,100/hour,87102
17,Trilogy Productions,447,5,19,50/hour,87102
18,3 In The Morning Creative,447,5,16,30/hour,87102
19,FloBartenders,447,5,5,,87102
20,Derek Fullmer,447,5,42,50/hour,87102
21,"Spark Creative | Logo, Graphic, Website",447,5,1234,75/hour,87102
22,Kayla Elaine Calligraphy,447,5,37,,87102
23,Karen B. Communications,447,5,,48/hour,87102
24,Dendron Design Co.,447,5,4,75/hour,87102
25,Nanasafo Art,447,5,,20/hour,87102
26,Maxwell Designs |Logo and Website Design,447,5,139,36/hour,87102
27,"Savvy Graphics, Inc. & Photography by Kimberly",447,5,55,,87102
28,SMG - Sociallutions Media Group,447,4.5,23,125/hour,87102
29,Nicole & Adam | Seventh Ave Creative,447,5,6,50/hour,87102
