,Service,Type,Rating,Hires,Price,Zip Code
0,🔮 Psychic & Tarot 🔮 The Star Whisperer,427,5,74,44,89701
1,Natalia's Psychic Studio,427,5,6,35,89701
2,Psychic Connection Co,427,5,47,25,89701
3,"Pixye Dust, Reiki Master/Tarot Card Reader",427,5,27,33,89701
4,The Tarot Cards,427,5,,30,89701
5,Psychic Medium Kevin Kas,427,5,40,35,89701
6,Spiritual Psychic Trey Leon,427,5,26,30,89701
7,Scorpio_Sun_and_Moon,427,5,44,33,89701
8,Sync with Divinities,427,5,,25,89701
9,Mackenzie Iglesias,427,5,5,33,89701
10,"Transformation Time With Lilly, L.L.C.",427,5,141,75,89701
11,Smileys Tarrot Reading,427,4.5,21,40,89701
12,Soul Timeless Tarot,427,5,29,25,89701
13,Samantha Of Seraphim Healing✨,427,5,11,29,89701
14,THEBLCKEMPRESS,427,5,,30,89701
15,Jewel Consultancy,427,5,3,35,89701
16,Characters,427,5,14,50,89701
17,Guiding Tarot by April,427,5,26,25,89701
18,Mystic Sophie,427,5,,,89701
19,Spiritual Insight,427,5,,40,89701
20,"Robin Wells: Tarot, Reiki, Coaching",427,5,5,25,89701
21,Blue Goddess Tarot,427,5,10,25,89701
22,Cayli McGuire,427,5,11,30,89701
23,"Purple Healing, Llc",427,5,55,50,89701
24,Pharaoh Essentials,427,5,13,50,89701
25,Five Star Virgo,427,5,63,30,89701
26,✨Angel Answers Psychic Tarot Card Readings✨,427,4.5,50,43,89701
27,Intuitive guidance by intuitive Tara,427,5,2,,89701
28,Madame Jen Tarot Intuitive,427,5,9,25,89701
29,Golden Opportunities Coaching,427,5,62,,89701
