,Service,Type,Rating,Hires,Price,Zip Code
0,Andy White Construction LLC,60,5,21,,97301
1,Supreme Projects,60,5,11,,97301
2,Eureka Exterior Corporation,60,5,,,97301
3,Hank,60,5,59,,97301
4,Aussie Builders Inc,60,5,,,97301
