,Service,Type,Rating,Hires,Price,Zip Code
0,Shaun Dougherty Guitar teacher,482,5,9,25,19901
1,Jeff Larson-Guitar Instructor,482,5,,25,19901
2,Greg Cromwell,482,4.5,26,35,19901
3,Matt Murphy,482,,,20,19901
