,Service,Type,Rating,Hires,Price,Zip Code
0,40North Furniture/Fitness Assembly & Bike Repair,186,5,118,,23454
1,Hatfield’s Home Helper,186,5,12,,23454
2,Assembly Guys,186,5,100,,23454
3,Tinker,186,4.5,11,,23454
