,Service,Type,Rating,Hires,Price,Zip Code
0,Joyful Dogs of Michigan,298,5,23,200,48933
1,Owana Dog Training Services,298,5,33,125,48933
2,Canine Co Pilots Dog Training,298,4.5,57,"2,500",48933
