,Service,Type,Rating,Hires,Price,Zip Code
0,Dekree Studio,324,5,112,500/logo,58501
1,Websites Lead Gen LLC,324,5,25,100/logo,58501
2,Transformed Design Inc. | Logo and Web Design,324,5,627,250/logo,58501
3,Ctrell Designs,324,5,145,,58501
4,JT Designs,324,5,6,100/logo,58501
5,GraphicStudio,324,5,28,199/logo,58501
6,BaillieBK Design & Creative,324,5,25,150/logo,58501
7,Marketing that Works! Designs that Impress!,324,5,129,199/logo,58501
8,CoCreative Design & Print,324,5,,,58501
9,xxDarkMagickxx Designs,324,5,2,50/logo,58501
10,Annette Wood Graphic Design,324,5,2,500/logo,58501
11,"RT Graphics | Logo, Graphics & Website",324,5,529,225/logo,58501
12,Wordpress Web Design & Development,324,5,13,,58501
13,3 In The Morning Creative,324,5,16,350/logo,58501
14,BA Design,324,5,88,150/logo,58501
15,High Crown Marketing,324,5,2,75/logo,58501
16,Computeq,324,5,3,25/logo,58501
17,Trilogy Productions,324,5,19,300/logo,58501
18,Xiang He Graphic Design,324,5,134,250/logo,58501
19,Mike Dro Design Co,324,5,,,58501
20,Jay’s Graphic Designs | Pro Logos & Graphics,324,5,11,,58501
21,Cylinder X,324,5,68,,58501
22,CinnaDesigns,324,5,119,249/logo,58501
23,A&B Consulting Group,324,5,2,250/logo,58501
24,Graphics by G,324,5,66,250/logo,58501
25,Smart Guys Marketing,324,5,,150/logo,58501
26,"Savvy Graphics, Inc. & Photography by Kimberly",324,5,55,,58501
27,Julie Luksik Design,324,5,14,250/logo,58501
28,Operations Assistance,324,5,,,58501
29,"Blake Andujar Design | Logo, Graphic, Website",324,5,260,,58501
