,Service,Type,Rating,Hires,Price,Zip Code
0,🔮 Psychic & Tarot 🔮 The Star Whisperer,290,5,68,44,55102
1,Crystal Seed Tarot,290,5,27,30,55102
2,🔮Psychic Sandy🔮 LOVE ❤️ SPECIALIST,290,5,294,35,55102
3,Psychic Medium Erica Clem,290,5,110,27,55102
4,A Way Home/Love and Light Hands on Healing,290,5,129,30,55102
5,Spiritual Psychic Trey Leon,290,5,25,30,55102
6,Tarot Card Reader Angela Lucy,290,4.5,526,37,55102
7,The Soul Coach,290,5,5,22,55102
8,"Lisa Sutton: counselor, consulting hypnotist",290,5,157,30,55102
9,"Spiritual Web Communications, LLC",290,5,3,30,55102
10,The Chakra Oracle,290,5,15,26,55102
11,"Pixye Dust, Reiki Master/Tarot Card Reader",290,5,27,33,55102
12,Soul Timeless Tarot,290,5,29,25,55102
13,Mackenzie Iglesias,290,5,5,33,55102
14,Tarot BAE,290,5,17,30,55102
15,Ms Angelique Luna Intuitive Psychic Coach,290,5,30,30,55102
16,Sync with Divinities,290,5,,25,55102
17,peace by sakari (mobile masseuse),290,5,9,33,55102
18,Spiritual Tarot Card Reader/Adviser,290,5,155,35,55102
19,"Transformation Time With Lilly, L.L.C.",290,5,139,75,55102
20,Psychic Medium Christie Scorpiomoon Healing,290,5,153,25,55102
21,Natalia's Psychic Studio,290,5,6,35,55102
22,Readings by Rebecca,290,5,3,35,55102
23,Psychic Connection Co,290,5,47,25,55102
24,Psychic professor reiki healing room,290,5,,20,55102
25,Scorpio_Sun_and_Moon,290,5,43,33,55102
26,Sonia Explores,290,5,5,25,55102
27,Smileys Tarrot Reading,290,4.5,21,40,55102
28,Jewel Consultancy,290,5,3,35,55102
29,"Robin Wells: Tarot, Reiki, Coaching",290,5,5,25,55102
