,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,40601
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,40601
2,Bespoke Fine Jewelry,403,5,18,,40601
3,Gold 'N I,403,5,246,,40601
4,D&D Solutions,403,5,4,,40601
5,Princess Jewelers,403,5,4,,40601
6,MR Jewelers,403,5,3,,40601
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,40601
8,Tompson,403,5,6,,40601
9,Kaya’s bling,403,5,,,40601
10,Baguette Atelier - St. Louis,403,4,,,40601
11,Amy's Handmade Gifts,403,,,,40601
12,Mugggang LLC,403,4,,,40601
13,Milestone,403,,,,40601
14,Handmade Designs by Adria,403,,,,40601
