,Service,Type,Rating,Hires,Price,Zip Code
0,Pds Flooring and Construction,101,4.5,483,,33602
1,Fickey Flooring,101,5,151,,33602
2,Erley Dasilva,101,5,55,,33602
3,Diversified Floor Care,101,4.5,223,,33602
4,ALLGOOD FLOORING INC,101,4.5,9,,33602
5,Step Up Home Improvements LLC,101,4.5,11,,33602
6,Gio remodeling,101,4.5,21,,33602
7,Vogue Remodels,101,5,,50/on-site,33602
8,KJB Custom,101,5,,,33602
9,TruBlue of Tampa,101,5,20,,33602
10,Floor Coverings International St Petersburg,101,5,,,33602
11,Floors By Martin,101,,,,33602
