,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,20001
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,20001
2,Bespoke Fine Jewelry,403,5,18,,20001
3,Gold 'N I,403,5,246,,20001
4,B Free Designs by Vicenta,403,5,11,,20001
5,D&D Solutions,403,5,4,,20001
6,Princess Jewelers,403,5,4,,20001
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,20001
8,MR Jewelers,403,5,3,,20001
9,Tompson,403,5,6,,20001
10,Kaya’s bling,403,5,,,20001
11,Baguette Atelier - St. Louis,403,4,,,20001
12,Amy's Handmade Gifts,403,,,,20001
13,Mugggang LLC,403,4,,,20001
14,Milestone,403,,,,20001
15,Handmade Designs by Adria,403,,,,20001
