,Service,Type,Rating,Hires,Price,Zip Code
0,Execute Training,7,5,8,40,84111
1,ISAAK HAWK COACHING,7,5,52,60,84111
2,"GotHarmony? Coach, Trainer, Yoga, Pasadena CA",7,5,8,60,84111
3,Beau Gardner,7,5,142,"1,000",84111
4,AnaleighMarie LLC,7,5,7,70,84111
5,TMaura,7,5,,135,84111
6,"Ambrose Lisowe BSc, CSCS, PES",7,5,5,35,84111
7,Peach Body LLC,7,5,39,65,84111
8,"Blue Lotus Wellness, ACSM-CPT, RYT 200, CPPC, FMS1",7,5,4,60,84111
9,Markstrong Training,7,5,11,50,84111
10,Veronica Krok Personal Training & Nutrition,7,5,2,80,84111
11,Xavier Sanchez,7,5,2,30,84111
12,Milsner Fitness,7,5,12,60,84111
13,Wave Fitness $270 for 10x60min,7,5,20,27,84111
14,Med Tabar,7,5,,70,84111
15,Klasik Fit,7,5,36,,84111
16,Kickoff: Daily remote training for $3/day,7,5,,,84111
17,Kanthaka Personal Trainers and Yoga Instructors,7,4.5,52,42,84111
18,Elite Training,7,5,2,60,84111
19,Justin Cayton,7,5,,70,84111
20,Runonheart Personal Training Fitness and Nutrition,7,5,18,65,84111
21,Rising Tide Wellness,7,5,,55,84111
22,Bree Hartman - Nutritionist + Strength Coach,7,5,18,80,84111
23,Run For Life Performance & Physical Therapy,7,5,,95,84111
24,Odd Fit LLC,7,5,,50,84111
25,Zion Health and Wellness,7,5,298,60,84111
26,SVETNESS Personal Training,7,5,,70,84111
27,"GIRLS ONLY, 📍LOS ANGELES/ OFFER REMOTE TRAINING",7,5,64,110,84111
28,HypertroFit LLC,7,5,185,255,84111
29,Wave Fitness,7,5,30,27,84111
