,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,85001
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,85001
2,Bespoke Fine Jewelry,403,5,18,,85001
3,Gold 'N I,403,5,246,,85001
4,D&D Solutions,403,5,4,,85001
5,Princess Jewelers,403,5,4,,85001
6,MR Jewelers,403,5,3,,85001
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,85001
8,Tompson,403,5,6,,85001
9,Kaya’s bling,403,5,,,85001
10,Baguette Atelier - St. Louis,403,4,,,85001
11,Amy's Handmade Gifts,403,,,,85001
12,Mugggang LLC,403,4,,,85001
13,Milestone,403,,,,85001
14,Handmade Designs by Adria,403,,,,85001
