,Service,Type,Rating,Hires,Price,Zip Code
0,Smith & Horne Services LLC,248,5,63,80/on-site,20001
1,Carlos Miranda,248,5,138,135-$400,20001
2,Handyman & More,248,4.5,106,100/consult,20001
3,MAGarrett Power,248,,,,20001
4,HTC First Construction,248,4.5,9,100/on-site,20001
5,Rodgers & Boyd Plumbing,248,5,,215-$860,20001
6,Handy1 LLC,248,3.5,6,35/on-site,20001
