,Service,Type,Rating,Hires,Price,Zip Code
0,Judith Gosse Illustration & Graphic Design,325,5,118,,46225
1,Annette Wood Graphic Design,325,5,2,,46225
2,Pixel's Dream - Illustrations,325,5,19,,46225
3,"RT Graphics | Logo, Graphics & Website",325,5,530,,46225
4,Jay’s Graphic Designs | Pro Logos & Graphics,325,5,11,,46225
5,Creative Illustration,325,5,27,,46225
6,GraphicStudio,325,5,28,,46225
7,"Mike's Illustrations, LLC",325,5,72,,46225
8,Jaszy Smith,325,5,41,,46225
9,Huffy Creative,325,5,85,,46225
10,John Gibbs Art and Illustration,325,5,,,46225
11,Dream Book Illustrations,325,5,,,46225
12,CloudKarma Designs,325,5,24,,46225
13,Appi-po (Illustrations/Graphics),325,5,2,,46225
14,Makartichan Arts - Illustrations,325,5,70,,46225
15,Design Beyond the Lines,325,5,37,,46225
16,BaillieBK Design & Creative,325,5,25,,46225
17,Masami Makes Art,325,5,16,,46225
18,Greg Schram Illustration,325,5,,,46225
19,Pete McDonnell Caricatures,325,5,45,,46225
20,Sketch Soup,325,5,54,,46225
21,Allie Daigle Illustrations,325,5,12,,46225
22,Fruit Boy Art,325,5,,,46225
23,NightOwLogos,325,5,9,,46225
24,"Spark Creative | Logo, Graphic, Website",325,5,1234,,46225
25,Eric M. Strong - Illustrator,325,5,48,,46225
26,Davis Art and Animation - Graphic & Logo Design,325,5,120,,46225
27,Nanasafo Art,325,5,,,46225
28,Naomi Barber Practice,325,5,3,,46225
29,SamStran Art,325,5,15,,46225
