,Service,Type,Rating,Hires,Price,Zip Code
0,"Turn Key Home Management, LLC",196,5,,,21202
1,Frank Property Management,196,5,2,,21202
2,HomeWorks Property Management LLC,196,4.5,24,,21202
3,The Newton Agency,196,4,,,21202
4,Stevens Management,196,4,14,,21202
5,All Title Services,196,5,,,21202
6,FYVE Realty,196,,,,21202
7,"Blue-Sky Realty, LLC",196,4.5,17,,21202
