,Service,Type,Rating,Hires,Price,Zip Code
0,"Pick Up Movers LLC Raleigh, NC",163,4.5,25,,27601
1,A & M Friendly Movers LLC.,163,4.5,245,120/hour,27601
2,Box and Dolly,163,5,558,100/hour,27601
3,Branch Out Moving & Delivery,163,5,720,110/hour,27601
4,Elephant Movers LLC,163,5,132,125/hour,27601
5,Absolute Carrier Service LLC,163,4.5,42,125/hour,27601
6,"Bellhops Moving (Raleigh, NC)",163,4.5,211,149/hour,27601
7,We On Go Junk Removal in Durham,163,5,58,80/hour,27601
8,Trell's Movers,163,4.5,290,85/hour,27601
9,J T Willis Moving Service,163,5,336,85/hour,27601
10,Need a friend Moving Co.,163,5,,90/hour,27601
11,Get it done movers,163,5,40,"175-$1,200",27601
12,Moving Solutions Raleigh,163,4.5,6,,27601
13,Move Easy,163,,,,27601
14,Miracle Movers of the sandhills,163,5,,140/hour,27601
15,Southern Moving and Storage,163,,,,27601
16,Better Billiards Services,163,5,27,449-$499,27601
17,Majic Mover LLC,163,4.5,48,,27601
