,Service,Type,Rating,Hires,Price,Zip Code
0,C+J Plumbing & Drain cleaning,86,4.5,214,,67052
1,Benjamin Franklin Plumbing,86,4.5,4,,67052
2,Welty Plumbing,86,3.5,5,65/consult,67052
