,Service,Type,Rating,Hires,Price,Zip Code
0,Twin Spin Entertainment,23,5,74,125,95112
1,DJ Stallion Entertainment,23,5,358,400,95112
2,Block Party Entertainment,23,5,13,150,95112
3,Dj Sean,23,5,2,100,95112
4,DJTJ DJ Service,23,5,104,200,95112
5,DJ Malcolm Entertainment,23,5,16,400,95112
6,DJ Glenn W,23,5,15,200,95112
7,Adam the Dancing Cowboy,23,5,,,95112
8,DJ Sofa King 2015-2020 Thumbtack Award Winner!,23,4.5,162,175,95112
9,A New Day And Time Entertainment,23,4.5,88,200,95112
10,DJ Funky Breezy Productions,23,5,,150,95112
11,Sir DJ OJ,23,5,5,100,95112
12,MüS Productions,23,5,,,95112
13,ALL SOIREE DJ ENTERTAINMENT,23,5,3,175,95112
14,PC Entertainment,23,5,114,450,95112
15,"A ""Nuthin But Flava"" Flight",23,5,10,800,95112
16,MCC-Master Of Ceremonies & Celebrations,23,5,175,150,95112
17,DJ Johnny,23,4.5,22,200,95112
18,DJ ZAMAN,23,5,,200,95112
19,DJ Mikie R,23,5,7,200,95112
20,DJ Snick At Night Ent.,23,5,7,200,95112
21,Burnett Entertainment & DJ Services,23,5,4,175,95112
22,Kidhack/Pool Simon (Eclectic Electronic/Tropical),23,5,,200,95112
23,DJ Knives - Professional DJ,23,,,,95112
24,DJ Melly Mel Productions,23,1,,75,95112
25,A-Romantherapy Productions LLC,23,,,,95112
26,DJ Mackswell,23,5,6,500,95112
27,MarinaThaSopranoMusicLessons,23,4.5,21,,95112
