,Service,Type,Rating,Hires,Price,Zip Code
0,Hilendas Alluring Makeup,478,5,3,75/hour,30303
1,Makeup by JohnnyG,478,5,6,,30303
2,Supreme Makeup & Hair Designs,478,5,253,95/hour,30303
3,Faces by Emmy,478,5,151,80/hour,30303
4,Bijin skincare studio,478,5,4,95/hour,30303
5,Let’s Makeup by Geneva Nicole,478,5,4,,30303
6,JL Beauty,478,5,10,75/hour,30303
7,MaireMakeup,478,5,13,76/hour,30303
8,Glam x Glow beauty,478,5,51,100/hour,30303
9,JussSavvy Beauty,478,4.5,24,,30303
10,ANIE MAKEUP,478,5,38,150/hour,30303
11,Makeup Design By Brittany Tuleja,478,5,2,200/hour,30303
12,Makeup by Ivelina,478,5,115,80/hour,30303
13,Hello Beautiful You,478,5,20,50/hour,30303
14,Pluïs Belle,478,5,31,60/hour,30303
15,Heart & Soul Artistry,478,5,22,75/hour,30303
16,Artistry Crowning Beauty * Artistry & Aesthetics,478,5,33,80/hour,30303
17,Beauty by Essence,478,5,12,50/hour,30303
18,Bri Soffa Makeup Artistry,478,5,422,125/hour,30303
19,Inspire beauty studio LV,478,5,29,90/hour,30303
20,The Makeup Doctor @themakeupdoc,478,5,42,100/hour,30303
21,Desireé Thomas,478,5,15,75/hour,30303
22,BeautyMarkArtistry,478,5,18,150/hour,30303
23,Ovation Beauty LLC,478,5,15,75/hour,30303
24,Lesley loves Lipstick,478,5,55,60/hour,30303
25,Krissy Faces,478,5,23,25/hour,30303
26,Almaz Does Beauty,478,5,14,,30303
27,A.M.P. Bridal and Event Hair & Makeup Artistry,478,5,18,85/hour,30303
28,Keri x Beauty,478,5,8,75/hour,30303
29,The Lipstick Boss,478,5,12,100/hour,30303
