,Service,Type,Rating,Hires,Price,Zip Code
0,Light Rae Exposures,390,5,57,275,82001
1,Nick Torontali Photography,390,5,4,400,82001
2,Katie Todd Photography,390,5,40,400,82001
3,Blissful gypsy Photography,390,5,7,400,82001
4,JoeCCox Photo,390,5,,100,82001
5,b.saint photography,390,5,35,225,82001
6,Brit Images,390,5,,200,82001
7,Lemar Griffin Films & Photography,390,5,93,,82001
8,CreativeWeb,390,5,8,,82001
9,Bryce Hindman Photography,390,5,3,120,82001
10,AMA Photography,390,5,18,400,82001
11,alykatcreative,390,5,2,200,82001
12,CASI Photography,390,,,200,82001
13,Rick's Pict's,390,,,125,82001
14,Elyse Avina Photography,390,5,3,250,82001
15,Peak Moments,390,5,,450,82001
