,Service,Type,Rating,Hires,Price,Zip Code
0,WilLectrical Solutions,58,5,30,125/consult,21202
1,Alms Electric LLC,58,5,11,86/consult,21202
2,Sentel Electrical Systems (SynEsys),58,5,16,100/on-site,21202
3,D&K electric,58,4.5,9,100/on-site,21202
4,Knights Electric Llc,58,5,5,65/consult,21202
5,TRS Electric,58,5,41,50/consult,21202
6,K&K Electric LLC,58,4.5,235,,21202
7,"Able Electrical Services, Inc",58,5,24,50/consult,21202
8,Unlimited Electrical Service,58,5,,,21202
9,Bear Electric,58,5,2,1/consult,21202
10,Wadi Electric Co,58,4.5,389,,21202
11,NGH Electric,58,4.5,14,"1,000/consult",21202
12,Damion's House,58,5,,300/consult,21202
13,Lou Electrical contracting LLC,58,4,121,,21202
14,"Herald Automation + Design, LLC",58,5,,75/on-site,21202
15,The Electrical Department,58,4.5,2,115/service,21202
16,Tyler Campbell,58,5,6,,21202
17,MaGarrett Power,58,5,32,100/consult,21202
18,Miss Unique Home/Business Repairs and Inspections,58,5,55,,21202
