,Service,Type,Rating,Hires,Price,Zip Code
0,KYRA CONSTRUCTION,138,4.5,25,,90013
1,DYM Builders Group Inc.,138,5,,,90013
2,Denali builders ca,138,5,77,,90013
3,Californian Home Remodeling,138,4.5,5,,90013
4,SB Construction & Remodeling,138,5,3,,90013
5,CURTIS CONSTRUCTION SERVICES,138,5,35,,90013
6,"5 BLOX, INC.",138,4.5,68,,90013
7,Ofir construction Inc.,138,5,21,,90013
8,Y.S. Remodeling & Design,138,5,5,,90013
9,"Vision Home Remodeling, Inc",138,5,3,,90013
10,Nobu Home Remodeling Inc,138,5,8,,90013
11,"Cucine Moderne , property of E&E Builders",138,5,60,,90013
12,Liebobuilders,138,4.5,28,,90013
13,American B General Contractor,138,4.5,31,,90013
14,Golden Hands Builders,138,5,10,,90013
15,Gold Star Remodeling Inc,138,5,,,90013
16,T&N Remodeling Inc,138,5,3,,90013
17,M.R Design& Build,138,4.5,171,,90013
18,CAL FIRST BUILDERS INC,138,5,16,,90013
19,Rafa construction,138,5,40,,90013
20,BK Remodelers,138,5,13,,90013
21,Mc Construction and Design,138,5,,,90013
22,Baldwin Builder,138,5,,,90013
23,Create Construction Inc,138,5,,,90013
24,RAA Construction Group,138,5,9,,90013
25,Jm Alpha Construction Inc,138,5,6,,90013
26,Q General Construction,138,5,5,,90013
27,Miracle Plumbing and Rooter,138,5,79,"12,000/on-site",90013
28,AKT Home Builders,138,5,3,,90013
29,BAGIR LLC,138,5,2,,90013
