,Service,Type,Rating,Hires,Price,Zip Code
0,Creative Happens Events,439,5,203,900,90013
1,Amara Events,439,5,29,,90013
2,NMA Events,439,5,14,"1,100",90013
3,Reva Event,439,5,20,700,90013
4,Calmerin Designs and Events,439,4.5,51,850,90013
5,Lady Mouse Productions Wedding Coordinator,439,5,4,,90013
6,Stacey Sewell Designs,439,5,7,,90013
7,Little Birdies Events & Co.,439,5,2,750,90013
8,AR Weddings N Events,439,5,4,"1,200",90013
9,Special Event Genie,439,4.5,39,"1,495",90013
10,Moxie and Luxe,439,,,"2,000",90013
11,"Aulani and Company, Event Specialists LLC",439,5,,,90013
12,Fou de Joie Events,439,5,4,"1,800",90013
13,Kavoossi Konsulting,439,5,,,90013
