,Service,Type,Rating,Hires,Price,Zip Code
0,Paul L Barr Yoga,273,5,28,50/session,48226
1,Intuitive Chart Readings & Reiki w/Serafina Abrams,273,5,7,99/session,48226
2,Reiki Treatment Readings,273,5,5,60/session,48226
3,Ask Laura,273,4.5,150,60/session,48226
4,The Empyrean Luxe,273,5,14,,48226
5,cmmc holistic healing,273,4,,85/session,48226
6,Vita Nova Massage,273,5,20,65/session,48226
7,"XYZ Life Coach, Board-Cert. & Masters Dgr. / DT-MI",273,,,65/session,48226
8,Integrative Energy Medicine with Chris,273,5,,55/session,48226
9,Laidback Mobile Massage,273,5,22,90/session,48226
10,Metachi Fitness,273,5,,350/session,48226
11,Positive Vibes Healing,273,5,2,60/session,48226
12,Massage by Charles,273,4.5,33,55/session,48226
13,AR Spiritual Life Direction and Coaching,273,5,,,48226
