,Service,Type,Rating,Hires,Price,Zip Code
0,Pearl Electric LLC,58,5,86,1/consult,64105
1,McClure Electrical Services,58,5,135,,64105
2,Royce Weathers,58,5,230,,64105
3,Ryan Electric,58,5,,,64105
4,Home Performance Group,58,5,53,95/on-site,64105
5,Kc Electrical Services LLC,58,5,85,"2,800/consult",64105
6,ClockWork & Co. Catch-All Construction,58,4.5,5,75/on-site,64105
7,CS electric,58,5,9,,64105
8,Browning Electric,58,,,,64105
9,"Bob Hamilton Plumbing, Heating, A/C & Rooter",58,3.5,15,,64105
