,Service,Type,Rating,Hires,Price,Zip Code
0,VNC Beauty,446,5,27,90,19850
1,Made Up On The Go,446,5,269,75,19850
2,Isabel Marie- Beauty By Isa,446,5,3,75,19850
3,Hair By Kari LLC,446,5,2,95,19850
4,Looks by Lina LLC,446,5,31,250,19850
5,Hair & Makeup By Jess,446,5,12,,19850
6,Magnifique Artistry,446,5,2,75,19850
7,"Laura Nicholas Artistry, LLC",446,4.5,3,85,19850
