,Service,Type,Rating,Hires,Price,Zip Code
0,Game Time Inspections,242,5,7,100,77002
1,Hathuc Home & Commercial Services,242,4.5,1045,,77002
2,C and L pest control,242,5,26,75,77002
3,Berrett Pest Control (Houston),242,4.5,61,199,77002
4,Green Earth Exterminators,242,4.5,12,,77002
5,Naturalcare Pest Control,242,4.5,,225,77002
6,Anytime Pest Elimination/Products,242,5,4,,77002
