,Service,Type,Rating,Hires,Price,Zip Code
0,Nerdy Birdy Notary,443,5,13,175,75207
1,"Let's ""I Do"" This Weddings",443,5,179,750,75207
2,Haring Cherished Events,443,5,16,750,75207
3,KouturEvents and Consulting,443,5,,588,75207
4,A. Merisier Event Coordination & Design,443,5,7,"4,000",75207
5,Carraway Creations LLC,443,5,3,,75207
6,CKV Weddings,443,5,,500,75207
7,Honey Beeyond Events,443,5,4,,75207
8,Favor The Moment LLC,443,,,,75207
9,Simply Elegant Event Decor & Planner,443,,,900,75207
10,ChicCreativeConcepts by Tish,443,5,,,75207
11,Prodigy Event Planning,443,5,,,75207
12,"Hopson’s Event and Wedding Connection, LLC",443,5,,850,75207
13,"Maryland Notary & Consultants, LLC",443,5,5,300,75207
14,POSH EVENTS,443,,,,75207
15,Actualité Event & Design,443,5,20,,75207
16,PHIN Events + Catering,443,,,"2,010",75207
17,Sweet As Lace Weddings & Events,443,5,2,,75207
18,Fantaisie Events & Design,443,5,,"1,500",75207
19,Everlasting Weddings By Grace,443,5,5,"1,000",75207
20,PLS Coordinate,443,5,14,,75207
21,Whimsical Wedding and event planning,443,,,250,75207
22,Coastal Sage Events & Design,443,5,3,"2,000",75207
23,Kavoossi Konsulting,443,5,,,75207
