,Service,Type,Rating,Hires,Price,Zip Code
0,ProClean Carpet Care LLC,63,5,681,,97201
1,Jazmin’s residential,63,4.5,311,149,97201
2,Janitorial Plus LLC,63,5,553,,97201
3,Fabiana's Cleaning Services LLC,63,4.5,11,106,97201
4,Capital Janitorial Company,63,4.5,283,,97201
5,Heritage Commercial Clean LLC,63,4.5,,100,97201
6,StateWide cleaning services,63,4.5,74,105,97201
7,BD Janitorial,63,4.5,4,,97201
8,Crystal Cleaners,63,4.5,45,,97201
9,J&E shine,63,4.5,279,,97201
10,Busy Bee Cleaning Services,63,5,,,97201
11,Vancouver Janitorial Services,63,4.5,10,350,97201
12,Angel,63,5,,110,97201
13,"Colombia Cleaning Services, L.L.C.",63,4.5,198,525,97201
14,Rinack cleaning services llc,63,5,,107,97201
15,Disinfecting Only - HBC of Salem & Portland,63,5,,199,97201
16,4eco cleaning,63,5,,,97201
17,Jcm Janitorial,63,4.5,7,,97201
