,Service,Type,Rating,Hires,Price,Zip Code
0,Carina,26,5,62,100,94108
1,ChantelleStudio,26,5,163,150,94108
2,Chels Kay Beauty Co.,26,5,48,85,94108
3,Makeup by EVA,26,5,7,80,94108
4,Beauty By Teresa Song,26,5,170,,94108
5,Lolly’s Pretty Place,26,5,,,94108
6,Adrianne Artistry - Makeup Artist,26,5,43,100,94108
7,Roxys Glamm,26,4.5,12,100,94108
8,Vani Leon Beauty,26,5,31,150,94108
9,Jaji Shippen Makeup,26,5,,150,94108
10,Ferlayne Rose,26,5,39,95,94108
11,Makeup Glam,26,5,10,,94108
12,Glam_by_vivian,26,5,,80,94108
13,Tito’s Makeup Art,26,5,6,100,94108
14,Makeup & Hair by Nina,26,5,3,120,94108
15,GlamByJk,26,5,,70,94108
16,Star High Beauty,26,5,174,120,94108
17,Liv London Beauty,26,5,135,,94108
18,Beautiful By Maria,26,5,6,100,94108
19,Florence Wong Makeup,26,5,,150,94108
20,BeautybyBrenda,26,5,,86,94108
21,Angelie Makeup,26,5,15,,94108
