,Service,Type,Rating,Hires,Price,Zip Code
0,Mile High Garage Door Specialists,116,5,149,,80202
1,A-Team Garage Doors,116,5,124,29/consult,80202
2,Elite Garage Doors Co.,116,4.5,26,1/consult,80202
3,Garage Door Medics Denver,116,5,5,,80202
4,H & H Professional Movers,116,5,,100/consult,80202
