,Service,Type,Rating,Hires,Price,Zip Code
0,Marty Nightengale,409,5,,,80202
1,Guitarist/Bagpiper/DJ- Michael Lancaster,409,5,89,,80202
2,Strum2TheBeat Guitar & Drum Lessons,409,5,51,,80202
3,Oak and Willow Band,409,5,5,,80202
4,The Gatos Band,409,5,,350/hour,80202
5,Louis Pettinelli Entertainment (Denver Branch),409,5,10,200/hour,80202
6,Leonardo Armijo,409,5,28,,80202
7,Brightenstar,409,4.5,6,,80202
8,Keith Hicks Music,409,5,,150/hour,80202
9,Call Us A Cab,409,5,,125/hour,80202
10,Brooks'n'Friends,409,5,36,150/hour,80202
11,Josh Bierman Entertainment,409,5,5,,80202
12,Alex Newton,409,5,3,136/hour,80202
13,Eric Golden,409,,,,80202
14,"TIMKAT Entertainment (Jazz, Soul, Funk, Pop)",409,5,5,150/hour,80202
15,Joey Ennulat Music,409,5,,100/hour,80202
16,Many Winds Entertainment,409,5,,,80202
17,"WireWood Station, Award winning Acoustic Band",409,5,18,,80202
18,The Freewheel Trio,409,,,100/hour,80202
19,AKSAXO Jazz Band / / / Lee Pulliam Music Lessons,409,5,3,125/hour,80202
20,David Wohl Music,409,5,15,,80202
21,Brooke & Mike,409,,,,80202
22,Cascade Band,409,,,,80202
23,The Remus Tucker Band,409,,,150/hour,80202
24,TAC Music Management,409,,,,80202
25,Oh Like WOW,409,5,,,80202
