,Service,Type,Rating,Hires,Price,Zip Code
0,Big Dog Video Productions,434,5,330,,21401
1,Kokkoros Films,434,5,,,21401
2,"Metro Teleproductions, Inc.",434,5,23,,21401
3,Josiah Mendoza Photo/Video Productions,434,5,9,,21401
4,Wise Owl Multimedia,434,4.5,39,,21401
5,Pretty Elektrik Company,434,4.5,146,,21401
6,Quantized Pixels LLC,434,5,147,,21401
7,Eagle Wing Video Productions,434,5,24,,21401
8,LNJ Designs Photo,434,5,74,,21401
9,Push the Button,434,5,,,21401
10,Movoly Productions,434,5,32,,21401
11,DrakeWise Productions Mid Atlantic Region,434,4.5,4,,21401
12,"Media Basia, L.L.C",434,5,,,21401
13,Films-4-Good,434,5,75,,21401
14,Faithful Dog Digital - DC Metro,434,5,10,,21401
15,Focus Media Services,434,5,,,21401
16,Anthony Bezich (Five Story Media),434,5,6,,21401
17,JCL Productions - Real2Reel,434,5,,,21401
18,LWBizFlicks,434,5,8,,21401
19,FAS Filming LLC,434,5,108,,21401
